pid3,Q5,Q7,pre_therm_pubs,pre_therm_dems,pre_med_A_1,pre_med_A_2,pre_med_A_3,pre_med_B_1,pre_med_B_2,pre_med_B_3,pre_dehum_pubs,pre_dehum_dems,first_1,first_2,first_3,first_4,first_5,first_6,post_dehum_pubs,post_dehum_dems,post_therm_pubs,post_therm_dems,post_mediators_A_1,post_mediators_A_2,post_mediators_B_1,post_mediators_B_2,Q64,id_1,id_2,id_3,pubs_1,pubs_2,pubs_3,pubs_4,pubs_5,pubs_6,mp_1,mp_2,mp_3,mp_4,mp_5,mp_6,dems_1,dems_2,dems_3,dems_4,dems_5,dems_6,consent,outgroup,cond
Republican,R,5,90,10,Somewhat agree,Somewhat disagree,Somewhat agree,,,,100,100,"unequal,angry,expensive,ignorant","corruption,obesity,violence,injustice","capitalist,constitution,people,military","eagle,president,life,work","diverse,beautiful,innovative,strong","bravery,family,independence,opportunity",100,100,90,10,Somewhat agree,Somewhat disagree,,,Strong ${q://QID17/ChoiceGroup/SelectedChoices},Extremely well,A great deal,Some of the time,"broken,angry,dangerous,expensive","corruption,obesity,violence,drugs","capitalist,constitution,ocean,military","mountain,land,coast,eagle","wealthy,beautiful,powerful,happy","bravery,independence,justice,opportunity","unequal,angry,unfair,ignorant","greed,racism,oppression,injustice","capitalist,politics,constitution,military","eagle,city,president,work","wealthy,innovative,powerful,strong","family,openness,independence,opportunity","unequal,broken,angry,unfair","greed,racism,oppression,injustice","capitalist,western,people,military","land,city,president,work","wealthy,diverse,proud,strong","openness,justice,safety,leader","Yes, you may use my data",Democrat,lowOGOCD
Republican,R,5,45,47,Somewhat disagree,Neither agree nor disagree,Strongly agree,,,,50,55,"broken,angry,unfair,ignorant","greed,obesity,violence,drugs","capitalist,politics,constitution,people","land,eagle,president,work","diverse,innovative,powerful,strong","bravery,independence,leader,opportunity",50,55,40,45,Neither agree nor disagree,Neither agree nor disagree,,,Not very strong ${q://QID17/ChoiceGroup/SelectedChoices},Not very well,Very little,Rarely,"broken,angry,sad,ignorant","greed,corruption,violence,injustice","capitalist,constitution,state,people","land,eagle,president,life","innovative,powerful,proud,strong","bravery,independence,leader,opportunity","unequal,broken,unfair,dangerous","greed,racism,corruption,injustice","capitalist,politics,constitution,people","land,eagle,president,work","wealthy,diverse,powerful,strong","openness,independence,leader,opportunity","unequal,broken,unfair,sad","greed,racism,oppression,injustice","politics,constitution,state,people","land,eagle,life,work","diverse,beautiful,innovative,proud","family,openness,independence,opportunity","Yes, you may use my data",Democrat,highOGOCD
Republican,R,5,90,20,Neither agree nor disagree,Strongly disagree,Strongly agree,,,,100,100,"broken,dangerous,sad,ignorant","corruption,obesity,violence,drugs","capitalist,western,constitution,state","mountain,eagle,city,president","beautiful,powerful,proud,strong","bravery,independence,justice,opportunity",100,100,90,20,Strongly agree,Somewhat disagree,,,Not very strong ${q://QID17/ChoiceGroup/SelectedChoices},Very well,Somewhat,Rarely,"unequal,broken,unfair,sad","corruption,obesity,violence,drugs","capitalist,western,constitution,state","land,eagle,president,life","wealthy,beautiful,powerful,strong","family,independence,safety,opportunity","unequal,broken,sad,ignorant","racism,corruption,violence,injustice","politics,western,state,people","land,eagle,city,president","wealthy,beautiful,powerful,strong","family,independence,justice,opportunity","unequal,broken,sad,ignorant","racism,oppression,violence,injustice","capitalist,politics,state,people","coast,city,president,work","diverse,innovative,powerful,strong","independence,justice,leader,opportunity","Yes, you may use my data",Democrat,lowICD
Republican,R,5,59,55,Somewhat disagree,Somewhat agree,Neither agree nor disagree,,,,93,93,"unequal,dangerous,expensive,ignorant","greed,obesity,violence,drugs","capitalist,constitution,state,military","mountain,coast,eagle,president","wealthy,diverse,powerful,strong","independence,justice,leader,opportunity",84,77,88,77,Somewhat agree,Neither agree nor disagree,,,Not very strong ${q://QID17/ChoiceGroup/SelectedChoices},Very well,Somewhat,Some of the time,"unequal,broken,dangerous,expensive","greed,oppression,obesity,injustice","capitalist,western,constitution,military","land,eagle,president,work","wealthy,innovative,powerful,strong","bravery,independence,leader,opportunity","unequal,broken,expensive,ignorant","racism,corruption,obesity,drugs","capitalist,western,constitution,military","land,coast,eagle,president","wealthy,diverse,innovative,strong","independence,justice,leader,opportunity","unequal,broken,unfair,expensive","greed,racism,corruption,violence","capitalist,politics,western,people","land,eagle,president,life","diverse,happy,proud,strong","family,openness,independence,justice","Yes, you may use my data",Democrat,highOGOCD
Republican,R,5,100,50,Strongly agree,Strongly disagree,Strongly agree,,,,94,50,"broken,dangerous,expensive,ignorant","greed,obesity,violence,drugs","capitalist,politics,state,military","mountain,coast,eagle,life","diverse,beautiful,innovative,strong","openness,independence,leader,opportunity",94,49,100,51,Strongly agree,Strongly disagree,,,Strong ${q://QID17/ChoiceGroup/SelectedChoices},Very well,A great deal,All of the time,"broken,angry,dangerous,expensive","greed,corruption,violence,drugs","politics,state,people,military","land,eagle,life,work","wealthy,beautiful,powerful,proud","bravery,justice,leader,opportunity","broken,angry,dangerous,expensive","greed,corruption,violence,drugs","capitalist,politics,constitution,state","land,eagle,life,work","beautiful,innovative,powerful,proud","family,independence,leader,opportunity","unequal,broken,unfair,ignorant","racism,oppression,corruption,injustice","western,state,people,ocean","mountain,coast,city,president","wealthy,diverse,beautiful,powerful","bravery,openness,independence,leader","Yes, you may use my data",Democrat,highICD
Republican,R,5,95,0,Strongly agree,Strongly disagree,Strongly agree,,,,100,100,"broken,angry,sad,expensive","greed,obesity,violence,drugs","capitalist,western,constitution,state","land,coast,eagle,president","diverse,innovative,powerful,strong","bravery,independence,justice,opportunity",100,100,95,0,Strongly agree,Strongly disagree,,,Strong ${q://QID17/ChoiceGroup/SelectedChoices},Very well,A great deal,All of the time,"broken,dangerous,sad,expensive","corruption,obesity,violence,drugs","capitalist,constitution,state,people","eagle,president,life,work","diverse,beautiful,innovative,happy","bravery,family,justice,opportunity","broken,angry,sad,expensive","corruption,obesity,violence,drugs","capitalist,politics,constitution,military","eagle,president,life,work","diverse,powerful,proud,strong","bravery,independence,justice,opportunity","unequal,broken,unfair,dangerous","racism,oppression,corruption,injustice","politics,constitution,state,people","mountain,land,coast,life","beautiful,innovative,powerful,strong","independence,safety,leader,opportunity","Yes, you may use my data",Democrat,lowOGOCD
Republican,R,5,75,75,Strongly disagree,Somewhat disagree,Somewhat disagree,,,,100,100,"unequal,broken,expensive,ignorant","racism,corruption,obesity,violence","politics,constitution,state,military","land,president,life,work","diverse,innovative,powerful,strong","bravery,independence,leader,opportunity",100,100,75,75,Somewhat disagree,Somewhat disagree,,,Not very strong ${q://QID17/ChoiceGroup/SelectedChoices},Not very well,Somewhat,Some of the time,"broken,unfair,expensive,ignorant","corruption,obesity,violence,drugs","capitalist,constitution,state,military","land,eagle,president,work","wealthy,innovative,powerful,proud","bravery,family,independence,opportunity","unequal,unfair,expensive,ignorant","racism,oppression,corruption,injustice","politics,constitution,state,military","land,president,life,work","innovative,powerful,proud,strong","bravery,openness,independence,leader","unequal,broken,unfair,ignorant","racism,oppression,corruption,violence","capitalist,politics,constitution,military","land,city,president,work","beautiful,innovative,happy,strong","family,openness,leader,opportunity","Yes, you may use my data",Democrat,highOGOCD
Republican,R,5,67,40,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,,,,56,50,"unequal,dangerous,expensive,ignorant","greed,racism,violence,drugs","capitalist,politics,western,constitution","land,coast,city,work","wealthy,beautiful,happy,strong","family,openness,independence,justice",54,50,65,55,Neither agree nor disagree,Somewhat disagree,,,Not very strong ${q://QID17/ChoiceGroup/SelectedChoices},Not very well,Very little,Some of the time,"unfair,dangerous,expensive,ignorant","greed,oppression,violence,injustice","capitalist,western,constitution,ocean","coast,eagle,president,life","diverse,beautiful,innovative,strong","openness,safety,leader,opportunity","broken,angry,unfair,dangerous","greed,racism,oppression,obesity","capitalist,western,people,military","mountain,eagle,life,work","diverse,beautiful,happy,strong","bravery,openness,independence,leader","unequal,broken,unfair,sad","oppression,corruption,injustice,drugs","politics,constitution,people,military","city,president,life,work","diverse,innovative,happy,strong","bravery,family,openness,opportunity","Yes, you may use my data",Democrat,lowICD
Republican,R,5,72,5,Somewhat agree,Strongly disagree,Strongly agree,,,,100,100,"angry,dangerous,sad,expensive","greed,corruption,obesity,drugs","capitalist,western,constitution,state","mountain,city,president,work","beautiful,innovative,powerful,proud","family,independence,safety,leader",100,100,72,4,Somewhat agree,Strongly disagree,,,Strong ${q://QID17/ChoiceGroup/SelectedChoices},Extremely well,A great deal,Some of the time,"angry,dangerous,sad,expensive","greed,obesity,violence,drugs","western,constitution,state,military","mountain,land,eagle,president","powerful,happy,proud,strong","family,independence,justice,opportunity","broken,dangerous,expensive,ignorant","greed,racism,obesity,injustice","capitalist,western,constitution,state","land,coast,city,work","diverse,beautiful,powerful,strong","bravery,family,justice,leader","unequal,broken,unfair,ignorant","racism,oppression,corruption,injustice","capitalist,politics,constitution,military","land,coast,city,work","diverse,innovative,powerful,proud","openness,justice,safety,opportunity","Yes, you may use my data",Democrat,highICD
Republican,R,5,71,49,Somewhat agree,Strongly disagree,Strongly agree,,,,100,100,"angry,dangerous,expensive,ignorant","obesity,violence,injustice,drugs","western,constitution,state,people","land,coast,eagle,president","diverse,beautiful,powerful,proud","bravery,independence,leader,opportunity",100,100,71,51,Somewhat agree,Strongly disagree,,,Not very strong ${q://QID17/ChoiceGroup/SelectedChoices},Very well,A great deal,Some of the time,"broken,angry,dangerous,ignorant","corruption,violence,injustice,drugs","politics,constitution,people,military","eagle,president,life,work","diverse,powerful,proud,strong","bravery,independence,justice,opportunity","unequal,broken,unfair,ignorant","corruption,obesity,violence,drugs","capitalist,politics,constitution,people","land,coast,eagle,president","diverse,innovative,powerful,proud","family,openness,independence,opportunity","unequal,broken,unfair,dangerous","racism,corruption,violence,injustice","politics,constitution,state,people","eagle,city,president,life","diverse,innovative,powerful,proud","independence,justice,safety,opportunity","Yes, you may use my data",Democrat,lowOGOCD
Republican,R,5,70,66,Neither agree nor disagree,Strongly disagree,Strongly agree,,,,100,100,"broken,angry,sad,expensive","greed,obesity,injustice,drugs","constitution,people,ocean,military","mountain,land,eagle,president","diverse,powerful,proud,strong","bravery,independence,justice,opportunity",100,75,80,65,Neither agree nor disagree,Strongly disagree,,,Strong ${q://QID17/ChoiceGroup/SelectedChoices},Extremely well,A great deal,Never,"broken,unfair,dangerous,sad","greed,racism,corruption,violence","politics,western,constitution,people","mountain,eagle,president,work","wealthy,diverse,beautiful,powerful","independence,justice,safety,opportunity","unequal,broken,dangerous,expensive","greed,racism,obesity,drugs","western,constitution,ocean,military","land,coast,eagle,work","wealthy,diverse,powerful,happy","bravery,independence,justice,opportunity","unequal,broken,unfair,dangerous","greed,racism,corruption,injustice","politics,constitution,ocean,military","land,coast,eagle,life","diverse,innovative,powerful,proud","bravery,justice,leader,opportunity","Yes, you may use my data",Democrat,highOGOCD
Republican,R,5,78,39,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,,,,75,71,"unequal,angry,unfair,expensive","greed,corruption,violence,drugs","politics,constitution,people,military","mountain,land,eagle,life","beautiful,powerful,proud,strong","bravery,family,independence,safety",92,48,81,47,Somewhat disagree,Somewhat disagree,,,Not very strong ${q://QID17/ChoiceGroup/SelectedChoices},Very well,Somewhat,Some of the time,"broken,angry,unfair,sad","racism,oppression,violence,drugs","politics,western,constitution,military","mountain,eagle,president,life","wealthy,powerful,proud,strong","openness,independence,safety,opportunity","unequal,broken,unfair,expensive","greed,corruption,obesity,injustice","politics,western,state,military","mountain,coast,eagle,president","wealthy,diverse,powerful,proud","bravery,independence,justice,opportunity","unequal,broken,unfair,ignorant","oppression,corruption,obesity,injustice","capitalist,western,constitution,state","land,coast,city,president","wealthy,diverse,innovative,proud","family,openness,independence,opportunity","Yes, you may use my data",Democrat,lowOGOCD
